,Cleaned Data
561,"“Dear papa!” cried one of them, “just as we got to the door the wheel came off the carriage, and the coachman had to go to stable after another carriage—and Monsieur Fontaine brought us up here “Quite right,” replied Monsieur Duval, looking fondly at his daughter."
562,"“You know Monsieur Marsac; but I must present him to you, Delphine."
563,"Oh, you two should get on famously,—you are both such haters of marriage!” The instant Marsac’s eyes lighted on Delphine, he felt singular sensation."
564,"She was slight and tall, with patrician beauty of face and , and an air of self-possession second only[Pg 98] to Madame Fleury’s."
565,"Delphine, too, felt an instant attraction toward Marsac, with his bright eyes, his alert look of intelligence, and his gentlemanly ."
566,"This perception of Marsac’s charm caused her to say lightly, yet with faint blush,— “I am not exactly hater of marriage."
567,"I only regard it as primitive and somewhat unintelligent arrangement The effect of these few words from the lips of woman he had seen but sixty seconds, produced strange effect on Marsac."
568,"He felt slight chill of disappointment; but he answered in his old strain, “Just what I have often longed to say, Mademoiselle, but never had the courage “But I have,” remarked Delphine, showing her beautiful teeth in smile."
569,"“Women, you know, have much more real courage than men."
570,"Especially is this true in times of great calamity [Pg 99] “Yes, indeed,” said Marsac, with energy."
571,"“I have often noticed, at the wedding ceremony, the bride is always much more composed than the groom Being launched into the discussion, Delphine’s next blow at the masculine sex was this: “One phase of the question has frequently occurred to me."
572,"Does the higher education unfit men for marriage?” Marsac shook his , unable to find an answer to this proposition, which he frankly acknowledged had never before presented itself to him."
573,"Fontaine and Claire had listened to this in silence, but the furtive looks exchanged between them showed silent protest against it, and also very deep interest in each other."
574,"Old Duval laughed at the discussion between Marsac and Delphine, and then they gathered round the to have glass of champagne while waiting for the carriage."
575,"Both the young men urged Monsieur Duval and the young[Pg 100] ladies to partake of what Marsac called their frugal supper, and Monsieur Duval chuckled at the idea of such frugality, while declining it."
576,"The young people talked gaily together while sipping champagne, and blessed the coachman for taking so long to bring another carriage."
577,"Marsac and Delphine seemed to find it impossible to get away from the question of marriage, albeit they tried to[Pg 101] outdo each other in railing at it."
578,"Delphine declared that woman should keep her eyes open at the moment of marrying even the best of men, and Marsac recommended that she should keep her eyes half shut ever afterward."
579,"Claire charmed Fontaine by saying sweetly, after this,— “I should scorn to watch the man I married."
580,"I should want to have every confidence in him “Then, Mademoiselle, you would need to kill him immediately after the ceremony,” counselled Marsac."
581,Then the conversation turned on Uncle Maurice.
582,"Marsac and Fontaine had number of ready-made anecdotes respecting the old man and his honourable career in New York, which they told with gravity and effect."
583,"Marsac declared that he felt like going in mourning himself, so grateful was he for what Uncle Maurice had done for Fontaine; while Fontaine, with perfect truth, said that he thought more of his[Pg 102] Uncle Maurice than of any relative he had in the world."
584,"Every moment passed in one another’s society drew these four young hearts closer together,—Fontaine and Claire willingly, and Marsac and Delphine loudly protesting and abusing the emotions which, just born in their hearts, yet grew like Jonah’s gourd."
585,"At last, however, this accidental half-hour—which brought so much happiness to Fontaine and Claire, and turned the world topsy-turvy for Marsac and Delphine—came to an end."
586,"The carriage was reported, the Duval party rose to go, after the two young men had reiterated their promise to dine on the Saturday at Passy, old Duval saying,— “Of course, it is most kind of you to come to us, with all your engagements with marshals and dukes and princes; but,” with significant look at Marsac, “some of those titled people you want to keep at long range [Pg 103] “Especially the Prince de Landais and the Baroness Schmid,” boldly responded Marsac."
587,"The door was open, and the Duvals were going out after saying good-bye for the tenth time, when the two young men saw coming up the stairs the compact and shrewd face of Maurepas, their editor-in-chief."
588,He met old Duval face to face on the landing.
589,"“Delighted to see you, Monsieur Duval,” cried Maurepas."
590,"“I was going to see you to-morrow; but if you will pardon busy man for introducing business, just let me ask you to give me the refusal of that villa you have at Melun until I can get to see you “Sorry to disappoint you, but it is the day after the ball."
591,"I have just in effect sold it to Monsieur Fontaine,” replied Monsieur Duval, going on downstairs."
592,"Maurepas entered the room with the air of chagrined man, and throwing down his hat, said crossly,— [Pg 104] “So, Fontaine, that newspaper story is true, and you have come into great fortune?” “Not so very great,” answered Fontaine, modestly,—“only couple of million francs “Oh, Lord!” sniffed Maurepas, “how our ideas have expanded!"
